"gameId","season","week","gameDate","gameTimeEastern","homeTeamAbbr","visitorTeamAbbr"
2018110407,2018,9,"11/04/2018",16:05:00,"DEN","HOU"
2018110408,2018,9,"11/04/2018",16:05:00,"SEA","LAC"
2018110409,2018,9,"11/04/2018",16:25:00,"NO","LA"
2018110410,2018,9,"11/04/2018",20:20:00,"NE","GB"
2018110500,2018,9,"11/05/2018",20:15:00,"DAL","TEN"
2018110800,2018,10,"11/08/2018",20:20:00,"PIT","CAR"
2018111100,2018,10,"11/11/2018",13:00:00,"CHI","DET"
2018111101,2018,10,"11/11/2018",13:00:00,"CIN","NO"
2018111102,2018,10,"11/11/2018",13:00:00,"CLE","ATL"
2018111103,2018,10,"11/11/2018",16:25:00,"GB","MIA"
2018111104,2018,10,"11/11/2018",13:00:00,"IND","JAX"
2018111105,2018,10,"11/11/2018",13:00:00,"KC","ARI"
2018111106,2018,10,"11/11/2018",13:00:00,"NYJ","BUF"
2018111107,2018,10,"11/11/2018",13:00:00,"TB","WAS"
2018111108,2018,10,"11/11/2018",13:00:00,"TEN","NE"
2018111109,2018,10,"11/11/2018",16:05:00,"OAK","LAC"
2018111110,2018,10,"11/11/2018",16:25:00,"LA","SEA"
2018111111,2018,10,"11/11/2018",20:20:00,"PHI","DAL"
2018111200,2018,10,"11/12/2018",20:15:00,"SF","NYG"
2018111500,2018,11,"11/15/2018",20:20:00,"SEA","GB"
2018111800,2018,11,"11/18/2018",13:00:00,"ATL","DAL"
2018111801,2018,11,"11/18/2018",13:00:00,"BAL","CIN"
2018111802,2018,11,"11/18/2018",20:20:00,"CHI","MIN"
2018111803,2018,11,"11/18/2018",13:00:00,"DET","CAR"
2018111804,2018,11,"11/18/2018",13:00:00,"IND","TEN"
2018111805,2018,11,"11/18/2018",13:00:00,"NYG","TB"
2018111806,2018,11,"11/18/2018",13:00:00,"WAS","HOU"
2018111807,2018,11,"11/18/2018",16:05:00,"ARI","OAK"
2018111808,2018,11,"11/18/2018",16:05:00,"LAC","DEN"
2018111809,2018,11,"11/18/2018",16:25:00,"NO","PHI"
2018111810,2018,11,"11/18/2018",13:00:00,"JAX","PIT"
2018111900,2018,11,"11/19/2018",20:15:00,"LA","KC"
2018112200,2018,12,"11/22/2018",12:30:00,"DET","CHI"
2018112201,2018,12,"11/22/2018",16:30:00,"DAL","WAS"
2018112202,2018,12,"11/22/2018",20:20:00,"NO","ATL"
2018112500,2018,12,"11/25/2018",13:00:00,"BAL","OAK"
2018112501,2018,12,"11/25/2018",13:00:00,"BUF","JAX"
2018112502,2018,12,"11/25/2018",13:00:00,"CAR","SEA"
2018112503,2018,12,"11/25/2018",13:00:00,"CIN","CLE"
2018112504,2018,12,"11/25/2018",16:25:00,"IND","MIA"
2018112505,2018,12,"11/25/2018",13:00:00,"NYJ","NE"
2018112506,2018,12,"11/25/2018",13:00:00,"PHI","NYG"
2018112507,2018,12,"11/25/2018",13:00:00,"TB","SF"
2018112508,2018,12,"11/25/2018",16:05:00,"LAC","ARI"
2018112509,2018,12,"11/25/2018",16:25:00,"DEN","PIT"
2018112510,2018,12,"11/25/2018",20:20:00,"MIN","GB"
2018112600,2018,12,"11/26/2018",20:15:00,"HOU","TEN"
2018112900,2018,13,"11/29/2018",20:20:00,"DAL","NO"
2018120200,2018,13,"12/02/2018",13:00:00,"ATL","BAL"
2018120201,2018,13,"12/02/2018",13:00:00,"CIN","DEN"
2018120202,2018,13,"12/02/2018",13:00:00,"DET","LA"
2018120203,2018,13,"12/02/2018",13:00:00,"GB","ARI"
2018120204,2018,13,"12/02/2018",13:00:00,"HOU","CLE"
2018120205,2018,13,"12/02/2018",13:00:00,"JAX","IND"
2018120206,2018,13,"12/02/2018",13:00:00,"MIA","BUF"
2018120207,2018,13,"12/02/2018",13:00:00,"NYG","CHI"
2018120208,2018,13,"12/02/2018",20:20:00,"PIT","LAC"
2018120209,2018,13,"12/02/2018",13:00:00,"TB","CAR"
2018120210,2018,13,"12/02/2018",16:05:00,"OAK","KC"
2018120211,2018,13,"12/02/2018",16:05:00,"TEN","NYJ"
2018120212,2018,13,"12/02/2018",16:25:00,"NE","MIN"
2018120213,2018,13,"12/02/2018",16:25:00,"SEA","SF"
2018120300,2018,13,"12/03/2018",20:15:00,"PHI","WAS"
2018120600,2018,14,"12/06/2018",20:20:00,"TEN","JAX"
2018120900,2018,14,"12/09/2018",13:00:00,"BUF","NYJ"
2018120901,2018,14,"12/09/2018",20:20:00,"CHI","LA"
2018120902,2018,14,"12/09/2018",13:00:00,"CLE","CAR"
2018120903,2018,14,"12/09/2018",13:00:00,"GB","ATL"
2018120904,2018,14,"12/09/2018",13:00:00,"HOU","IND"
2018120905,2018,14,"12/09/2018",13:00:00,"KC","BAL"
2018120906,2018,14,"12/09/2018",13:00:00,"MIA","NE"
2018120907,2018,14,"12/09/2018",13:00:00,"TB","NO"
2018120908,2018,14,"12/09/2018",13:00:00,"WAS","NYG"
2018120909,2018,14,"12/09/2018",16:05:00,"LAC","CIN"
2018120910,2018,14,"12/09/2018",16:05:00,"SF","DEN"
2018120911,2018,14,"12/09/2018",16:25:00,"ARI","DET"
2018120912,2018,14,"12/09/2018",16:25:00,"DAL","PHI"
2018120913,2018,14,"12/09/2018",16:25:00,"OAK","PIT"
2018121000,2018,14,"12/10/2018",20:15:00,"SEA","MIN"
2018121300,2018,15,"12/13/2018",20:20:00,"KC","LAC"
2018121500,2018,15,"12/15/2018",16:30:00,"NYJ","HOU"
2018121501,2018,15,"12/15/2018",20:20:00,"DEN","CLE"
2018121600,2018,15,"12/16/2018",13:00:00,"ATL","ARI"
2018121601,2018,15,"12/16/2018",13:00:00,"BAL","TB"
2018121602,2018,15,"12/16/2018",13:00:00,"BUF","DET"
2018121603,2018,15,"12/16/2018",13:00:00,"CHI","GB"
2018121604,2018,15,"12/16/2018",13:00:00,"CIN","OAK"
2018121605,2018,15,"12/16/2018",13:00:00,"IND","DAL"
2018121606,2018,15,"12/16/2018",13:00:00,"JAX","WAS"
2018121607,2018,15,"12/16/2018",13:00:00,"MIN","MIA"
2018121608,2018,15,"12/16/2018",13:00:00,"NYG","TEN"
2018121609,2018,15,"12/16/2018",16:05:00,"SF","SEA"
2018121610,2018,15,"12/16/2018",16:25:00,"PIT","NE"
2018121611,2018,15,"12/16/2018",20:20:00,"LA","PHI"
2018121700,2018,15,"12/17/2018",20:15:00,"CAR","NO"
2018122200,2018,16,"12/22/2018",16:30:00,"TEN","WAS"
2018122201,2018,16,"12/22/2018",20:20:00,"LAC","BAL"
2018122300,2018,16,"12/23/2018",13:00:00,"IND","NYG"
2018122302,2018,16,"12/23/2018",13:00:00,"MIA","JAX"
2018122304,2018,16,"12/23/2018",13:00:00,"CAR","ATL"
2018122305,2018,16,"12/23/2018",13:00:00,"CLE","CIN"
2018122306,2018,16,"12/23/2018",13:00:00,"DAL","TB"
2018122307,2018,16,"12/23/2018",13:00:00,"DET","MIN"
2018122308,2018,16,"12/23/2018",13:00:00,"NE","BUF"
2018122309,2018,16,"12/23/2018",13:00:00,"NYJ","GB"
2018122310,2018,16,"12/23/2018",13:00:00,"PHI","HOU"
2018122311,2018,16,"12/23/2018",16:05:00,"ARI","LA"
2018122312,2018,16,"12/23/2018",16:05:00,"SF","CHI"
2018122313,2018,16,"12/23/2018",16:25:00,"NO","PIT"
2018122314,2018,16,"12/23/2018",20:20:00,"SEA","KC"
2018122400,2018,16,"12/24/2018",20:15:00,"OAK","DEN"
2018123000,2018,17,"12/30/2018",16:25:00,"BAL","CLE"
2018123001,2018,17,"12/30/2018",13:00:00,"BUF","MIA"
2018123002,2018,17,"12/30/2018",13:00:00,"GB","DET"
2018123003,2018,17,"12/30/2018",13:00:00,"HOU","JAX"
2018123004,2018,17,"12/30/2018",16:25:00,"KC","OAK"
2018123005,2018,17,"12/30/2018",16:25:00,"MIN","CHI"
2018123006,2018,17,"12/30/2018",13:00:00,"NE","NYJ"
2018123007,2018,17,"12/30/2018",13:00:00,"NO","CAR"
2018123008,2018,17,"12/30/2018",13:00:00,"NYG","DAL"
2018123009,2018,17,"12/30/2018",16:25:00,"PIT","CIN"
2018123010,2018,17,"12/30/2018",13:00:00,"TB","ATL"
2018123011,2018,17,"12/30/2018",20:20:00,"TEN","IND"
2018123012,2018,17,"12/30/2018",16:25:00,"WAS","PHI"
2018123013,2018,17,"12/30/2018",16:25:00,"DEN","LAC"
2018123014,2018,17,"12/30/2018",16:25:00,"LA","SF"
2018123015,2018,17,"12/30/2018",16:25:00,"SEA","ARI"
2019090500,2019,1,"09/05/2019",20:20:00,"CHI","GB"
2019090800,2019,1,"09/08/2019",13:00:00,"CAR","LA"
2019090801,2019,1,"09/08/2019",13:00:00,"CLE","TEN"
2019090802,2019,1,"09/08/2019",13:00:00,"JAX","KC"
2019090803,2019,1,"09/08/2019",13:00:00,"MIA","BAL"
2019090804,2019,1,"09/08/2019",13:00:00,"MIN","ATL"
2019090805,2019,1,"09/08/2019",13:00:00,"NYJ","BUF"
2019090806,2019,1,"09/08/2019",13:00:00,"PHI","WAS"
2019090807,2019,1,"09/08/2019",16:05:00,"LAC","IND"
2019090808,2019,1,"09/08/2019",16:05:00,"SEA","CIN"
2019090809,2019,1,"09/08/2019",16:25:00,"ARI","DET"
2019090810,2019,1,"09/08/2019",16:25:00,"DAL","NYG"
2019090811,2019,1,"09/08/2019",16:25:00,"TB","SF"
2019090812,2019,1,"09/08/2019",20:20:00,"NE","PIT"
2019090900,2019,1,"09/09/2019",19:10:00,"NO","HOU"
2019090901,2019,1,"09/09/2019",22:20:00,"OAK","DEN"
2019091200,2019,2,"09/12/2019",20:20:00,"CAR","TB"
2019091500,2019,2,"09/15/2019",13:00:00,"BAL","ARI"
2019091501,2019,2,"09/15/2019",13:00:00,"CIN","SF"
2019091502,2019,2,"09/15/2019",13:00:00,"DET","LAC"
2019091503,2019,2,"09/15/2019",13:00:00,"GB","MIN"
2019091504,2019,2,"09/15/2019",13:00:00,"HOU","JAX"
2019091505,2019,2,"09/15/2019",13:00:00,"MIA","NE"
2019091506,2019,2,"09/15/2019",13:00:00,"NYG","BUF"
2019091507,2019,2,"09/15/2019",13:00:00,"PIT","SEA"
2019091508,2019,2,"09/15/2019",13:00:00,"TEN","IND"
2019091509,2019,2,"09/15/2019",13:00:00,"WAS","DAL"
2019091510,2019,2,"09/15/2019",16:05:00,"OAK","KC"
2019091511,2019,2,"09/15/2019",16:25:00,"DEN","CHI"
2019091512,2019,2,"09/15/2019",16:25:00,"LA","NO"
2019091513,2019,2,"09/15/2019",20:20:00,"ATL","PHI"
2019091600,2019,2,"09/16/2019",20:15:00,"NYJ","CLE"
2019091900,2019,3,"09/19/2019",20:20:00,"JAX","TEN"
2019092200,2019,3,"09/22/2019",13:00:00,"BUF","CIN"
2019092201,2019,3,"09/22/2019",13:00:00,"DAL","MIA"
2019092202,2019,3,"09/22/2019",13:00:00,"GB","DEN"
2019092203,2019,3,"09/22/2019",13:00:00,"IND","ATL"
2019092204,2019,3,"09/22/2019",13:00:00,"KC","BAL"
2019092205,2019,3,"09/22/2019",13:00:00,"MIN","OAK"
2019092206,2019,3,"09/22/2019",13:00:00,"NE","NYJ"
2019092207,2019,3,"09/22/2019",13:00:00,"PHI","DET"
2019092208,2019,3,"09/22/2019",16:05:00,"ARI","CAR"
2019092209,2019,3,"09/22/2019",16:05:00,"TB","NYG"
2019092210,2019,3,"09/22/2019",16:25:00,"LAC","HOU"
2019092211,2019,3,"09/22/2019",16:25:00,"SEA","NO"
2019092212,2019,3,"09/22/2019",16:25:00,"SF","PIT"
2019092213,2019,3,"09/22/2019",20:20:00,"CLE","LA"
2019092300,2019,3,"09/23/2019",20:15:00,"WAS","CHI"
2019092600,2019,4,"09/26/2019",20:20:00,"GB","PHI"
2019092900,2019,4,"09/29/2019",13:00:00,"ATL","TEN"
2019092901,2019,4,"09/29/2019",13:00:00,"BAL","CLE"
2019092902,2019,4,"09/29/2019",13:00:00,"BUF","NE"
2019092903,2019,4,"09/29/2019",13:00:00,"DET","KC"
2019092904,2019,4,"09/29/2019",13:00:00,"HOU","CAR"
2019092905,2019,4,"09/29/2019",13:00:00,"IND","OAK"
2019092906,2019,4,"09/29/2019",13:00:00,"MIA","LAC"
2019092907,2019,4,"09/29/2019",13:00:00,"NYG","WAS"
2019092908,2019,4,"09/29/2019",16:05:00,"ARI","SEA"
2019092909,2019,4,"09/29/2019",16:05:00,"LA","TB"
2019092911,2019,4,"09/29/2019",16:25:00,"DEN","JAX"
2019092912,2019,4,"09/29/2019",20:20:00,"NO","DAL"
2019093000,2019,4,"09/30/2019",20:15:00,"PIT","CIN"
2019100300,2019,5,"10/03/2019",20:20:00,"SEA","LA"
2019100600,2019,5,"10/06/2019",13:00:00,"CAR","JAX"
2019100601,2019,5,"10/06/2019",13:00:00,"CIN","ARI"
2019100602,2019,5,"10/06/2019",13:00:00,"HOU","ATL"
2019100603,2019,5,"10/06/2019",13:00:00,"NO","TB"
2019100604,2019,5,"10/06/2019",13:00:00,"NYG","MIN"
2019100605,2019,5,"10/06/2019",13:00:00,"OAK","CHI"
2019100606,2019,5,"10/06/2019",13:00:00,"PHI","NYJ"
2019100607,2019,5,"10/06/2019",13:00:00,"PIT","BAL"
2019100608,2019,5,"10/06/2019",13:00:00,"TEN","BUF"
2019100609,2019,5,"10/06/2019",13:00:00,"WAS","NE"
2019100610,2019,5,"10/06/2019",16:05:00,"LAC","DEN"
2019100611,2019,5,"10/06/2019",16:25:00,"DAL","GB"
2019100612,2019,5,"10/06/2019",20:20:00,"KC","IND"
2019100700,2019,5,"10/07/2019",20:15:00,"SF","CLE"
2019101000,2019,6,"10/10/2019",20:20:00,"NE","NYG"
2019101300,2019,6,"10/13/2019",09:30:00,"TB","CAR"
2019101301,2019,6,"10/13/2019",13:00:00,"BAL","CIN"
2019101302,2019,6,"10/13/2019",13:00:00,"CLE","SEA"
2019101303,2019,6,"10/13/2019",13:00:00,"JAX","NO"
2019101304,2019,6,"10/13/2019",13:00:00,"KC","HOU"
2019101305,2019,6,"10/13/2019",13:00:00,"MIA","WAS"
2019101306,2019,6,"10/13/2019",13:00:00,"MIN","PHI"
2019101307,2019,6,"10/13/2019",16:05:00,"ARI","ATL"
2019101308,2019,6,"10/13/2019",16:05:00,"LA","SF"
2019101309,2019,6,"10/13/2019",16:25:00,"DEN","TEN"
2019101310,2019,6,"10/13/2019",16:25:00,"NYJ","DAL"
2019101311,2019,6,"10/13/2019",20:20:00,"LAC","PIT"
2019101400,2019,6,"10/14/2019",20:15:00,"GB","DET"
2019101700,2019,7,"10/17/2019",20:20:00,"DEN","KC"
2019102000,2019,7,"10/20/2019",13:00:00,"ATL","LA"
2019102001,2019,7,"10/20/2019",13:00:00,"BUF","MIA"
2019102002,2019,7,"10/20/2019",13:00:00,"CIN","JAX"
2019102003,2019,7,"10/20/2019",13:00:00,"DET","MIN"
2019102004,2019,7,"10/20/2019",13:00:00,"GB","OAK"
2019102005,2019,7,"10/20/2019",13:00:00,"IND","HOU"
2019102006,2019,7,"10/20/2019",13:00:00,"NYG","ARI"
2019102007,2019,7,"10/20/2019",13:00:00,"WAS","SF"
2019102008,2019,7,"10/20/2019",16:05:00,"TEN","LAC"
2019102009,2019,7,"10/20/2019",16:25:00,"CHI","NO"
2019102010,2019,7,"10/20/2019",16:25:00,"SEA","BAL"
2019102011,2019,7,"10/20/2019",20:20:00,"DAL","PHI"
2019102100,2019,7,"10/21/2019",20:15:00,"NYJ","NE"
2019102400,2019,8,"10/24/2019",20:20:00,"MIN","WAS"
2019102700,2019,8,"10/27/2019",13:00:00,"ATL","SEA"
2019102701,2019,8,"10/27/2019",13:00:00,"BUF","PHI"
2019102702,2019,8,"10/27/2019",13:00:00,"CHI","LAC"
2019102703,2019,8,"10/27/2019",13:00:00,"DET","NYG"
2019102704,2019,8,"10/27/2019",16:25:00,"HOU","OAK"
2019102705,2019,8,"10/27/2019",13:00:00,"JAX","NYJ"
2019102706,2019,8,"10/27/2019",13:00:00,"LA","CIN"
2019102707,2019,8,"10/27/2019",13:00:00,"NO","ARI"
2019102708,2019,8,"10/27/2019",13:00:00,"TEN","TB"
2019102709,2019,8,"10/27/2019",16:05:00,"SF","CAR"
2019102710,2019,8,"10/27/2019",13:00:00,"IND","DEN"
2019102711,2019,8,"10/27/2019",16:25:00,"NE","CLE"
2019102712,2019,8,"10/27/2019",20:20:00,"KC","GB"
2019102800,2019,8,"10/28/2019",20:15:00,"PIT","MIA"
2019103100,2019,9,"10/31/2019",20:20:00,"ARI","SF"
2019110300,2019,9,"11/03/2019",09:30:00,"JAX","HOU"
2019110301,2019,9,"11/03/2019",13:00:00,"BUF","WAS"
2019110302,2019,9,"11/03/2019",13:00:00,"CAR","TEN"
2019110303,2019,9,"11/03/2019",13:00:00,"KC","MIN"
2019110304,2019,9,"11/03/2019",13:00:00,"MIA","NYJ"
2019110305,2019,9,"11/03/2019",13:00:00,"PHI","CHI"
2019110306,2019,9,"11/03/2019",13:00:00,"PIT","IND"
2019110307,2019,9,"11/03/2019",16:05:00,"OAK","DET"
2019110308,2019,9,"11/03/2019",16:05:00,"SEA","TB"
2019110309,2019,9,"11/03/2019",16:25:00,"DEN","CLE"
2019110310,2019,9,"11/03/2019",16:25:00,"LAC","GB"
2019110311,2019,9,"11/03/2019",20:20:00,"BAL","NE"
2019110400,2019,9,"11/04/2019",20:15:00,"NYG","DAL"
2019110700,2019,10,"11/07/2019",20:20:00,"OAK","LAC"
2019111000,2019,10,"11/10/2019",13:00:00,"CHI","DET"
2019111001,2019,10,"11/10/2019",13:00:00,"CIN","BAL"
2019111002,2019,10,"11/10/2019",13:00:00,"CLE","BUF"
2019111003,2019,10,"11/10/2019",16:25:00,"GB","CAR"
2019111004,2019,10,"11/10/2019",13:00:00,"NO","ATL"
2019111005,2019,10,"11/10/2019",13:00:00,"NYJ","NYG"
2019111006,2019,10,"11/10/2019",13:00:00,"TB","ARI"
2019111007,2019,10,"11/10/2019",13:00:00,"TEN","KC"
2019111008,2019,10,"11/10/2019",16:05:00,"IND","MIA"
2019111009,2019,10,"11/10/2019",16:25:00,"PIT","LA"
2019111010,2019,10,"11/10/2019",20:20:00,"DAL","MIN"
2019111100,2019,10,"11/11/2019",20:15:00,"SF","SEA"
2019111400,2019,11,"11/14/2019",20:20:00,"CLE","PIT"
2019111700,2019,11,"11/17/2019",13:00:00,"BAL","HOU"
2019111701,2019,11,"11/17/2019",13:00:00,"CAR","ATL"
2019111702,2019,11,"11/17/2019",13:00:00,"DET","DAL"
2019111703,2019,11,"11/17/2019",13:00:00,"IND","JAX"
2019111704,2019,11,"11/17/2019",13:00:00,"MIA","BUF"
2019111705,2019,11,"11/17/2019",13:00:00,"MIN","DEN"
2019111706,2019,11,"11/17/2019",13:00:00,"TB","NO"
2019111707,2019,11,"11/17/2019",13:00:00,"WAS","NYJ"
2019111708,2019,11,"11/17/2019",16:05:00,"SF","ARI"
2019111709,2019,11,"11/17/2019",16:25:00,"OAK","CIN"
2019111710,2019,11,"11/17/2019",16:25:00,"PHI","NE"
2019111711,2019,11,"11/17/2019",20:20:00,"LA","CHI"
2019111800,2019,11,"11/18/2019",20:15:00,"LAC","KC"
2019112100,2019,12,"11/21/2019",20:20:00,"HOU","IND"
