,gameId,playId,specialTeamsResult,hangTime,playDirection,punt_position_x,punt_position_y,away_player_1,home_player_1,away_player_2,home_player_2,away_player_3,home_player_3,away_player_4,home_player_4,away_player_5,home_player_5,away_player_6,home_player_6,away_player_7,home_player_7,away_player_8,home_player_8,away_player_9,home_player_9,away_player_10,home_player_10,away_player_11,home_player_11,field_position_x,field_position_y,tackle_position_x,tackle_position_y,yards_gained
10,2018090900,3655,Return,4.07,right,43.01,29.82,"(75.04, 45.98)","(51.8, 27.2)","(73.02, 31.81)","(71.51, 41.67)","(84.91, 48.52)","(74.4, 52.47)","(72.81, 25.43)","(74.7, 24.78)","(73.94, 51.56)","(84.62, 49.51)","(68.61, 46.87)","(72.21, 29.25)","(100.08, 49.45)","(76.21, 45.97)","(89.63, 41.68)","(85.82, 44.42)","(72.24, 28.03)","(88.45, 41.52)","(85.95, 43.78)","(76.22, 35.55)","(72.42, 41.0)","(68.66, 48.37)",100.24,49.09,92.13,48.5,8.11
11,2018090900,3851,Return,3.23,left,84.87,30.3,"(56.29, 34.38)","(52.65, 33.8)","(38.3, 44.07)","(55.72, 46.14)","(22.39, 44.57)","(41.04, 34.54)","(36.63, 41.98)","(50.2, 26.32)","(42.39, 46.71)","(51.43, 30.85)","(43.86, 50.36)","(74.39, 31.54)","(52.63, 30.3)","(48.02, 34.87)","(53.66, 40.14)","(28.74, 50.15)","(44.94, 31.25)","(55.18, 37.85)","(45.29, 34.02)","(21.06, 43.81)","(71.29, 35.58)","(45.71, 28.95)",21.2,43.97,21.33,43.89,0.129999999999999
12,2018090901,588,Return,4.02,left,95.05,31.19,"(64.45, 28.88)","(84.28, 33.79)","(43.72, 40.98)","(63.91, 43.52)","(66.47, 24.54)","(58.14, 34.58)","(74.74, 16.06)","(59.86, 36.16)","(88.39, 32.66)","(41.44, 40.3)","(63.11, 41.18)","(67.31, 43.69)","(65.56, 30.43)","(64.87, 20.79)","(60.11, 33.07)","(63.05, 32.81)","(75.25, 34.28)","(87.66, 32.78)","(37.64, 36.66)","(64.86, 23.55)","(74.17, 25.45)","(73.94, 17.19)",38.65,36.98,57.73,29.63,19.08
13,2018090901,1491,Return,3.92,right,52.76,27.3,"(94.09, 43.17)","(56.28, 30.37)","(91.45, 30.45)","(77.76, 24.94)","(74.04, 33.99)","(84.64, 35.97)","(81.24, 38.7)","(77.98, 28.39)","(57.21, 21.16)","(91.54, 32.34)","(77.19, 27.45)","(95.65, 44.17)","(90.15, 43.31)","(58.72, 23.1)","(78.98, 28.11)","(75.37, 35.74)","(77.97, 36.57)","(76.32, 37.99)","(100.95, 42.77)","(83.22, 47.73)","(83.34, 45.56)","(82.78, 40.67)",100.54,42.93,97.45,30.62,3.0900000000000034
14,2018090901,4136,Return,4.1,left,102.3,24.97,"(52.33, 45.69)","(77.59, 27.22)","(62.6, 29.65)","(73.34, 15.81)","(67.41, 39.37)","(52.66, 44.91)","(71.05, 21.72)","(54.53, 47.67)","(90.63, 32.59)","(50.83, 30.19)","(73.54, 41.54)","(67.89, 37.68)","(74.12, 37.05)","(58.26, 28.58)","(64.5, 35.67)","(40.32, 38.75)","(89.74, 28.12)","(76.57, 42.45)","(70.23, 12.84)","(74.28, 34.57)","(49.17, 29.76)","(70.44, 21.22)",40.65,38.5,52.8,35.85,12.149999999999999
15,2018090902,2228,Return,4.14,left,101.99,23.56,"(75.04, 10.7)","(68.68, 18.87)","(62.76, 7.11)","(75.78, 27.5)","(73.58, 12.59)","(66.82, 10.8)","(69.69, 6.34)","(50.97, 2.72)","(44.38, 3.25)","(54.67, 6.17)","(52.67, 3.69)","(75.46, 15.63)","(72.55, 15.19)","(75.68, 8.38)","(56.55, 4.43)","(93.44, 24.97)","(69.68, 15.76)","(61.12, 14.76)","(82.95, 11.56)","(62.08, 7.12)","(84.34, 20.66)","(73.52, 11.68)",45.61,2.61,42.47,4.44,-3.1400000000000006
16,2018090903,1844,Return,4.09,left,93.63,25.04,"(89.69, 36.27)","(89.83, 31.16)","(70.72, 31.38)","(82.79, 42.37)","(56.37, 32.38)","(71.12, 30.06)","(56.3, 37.78)","(78.87, 23.92)","(68.18, 24.01)","(28.99, 49.15)","(57.11, 42.3)","(79.87, 29.25)","(69.02, 22.45)","(75.39, 27.68)","(72.28, 27.46)","(59.98, 29.52)","(59.7, 32.65)","(72.97, 31.54)","(62.32, 22.88)","(84.12, 43.49)","(82.73, 43.34)","(56.43, 30.27)",29.32,48.93,27.04,31.34,-2.280000000000001
17,2018090903,1993,Return,3.4,left,88.63,27.58,"(38.61, 8.14)","(78.42, 26.77)","(65.52, 24.21)","(68.53, 17.76)","(76.75, 27.02)","(38.14, 7.63)","(60.35, 31.36)","(58.64, 36.03)","(61.1, 25.14)","(56.31, 24.15)","(59.79, 35.54)","(73.15, 27.62)","(66.22, 26.51)","(65.09, 28.69)","(33.4, 33.75)","(64.17, 22.96)","(68.02, 34.33)","(78.26, 30.19)","(57.8, 25.22)","(58.59, 30.21)","(69.23, 16.89)","(55.92, 33.49)",33.2,34.15,57.79,22.62,24.589999999999996
18,2018090903,2176,Return,4.57,left,101.5,23.78,"(27.34, 28.89)","(69.18, 0.41)","(48.35, 14.45)","(47.61, 13.71)","(64.59, 27.69)","(65.06, 31.37)","(71.46, 28.46)","(61.41, 20.5)","(67.81, 32.61)","(71.85, 30.06)","(64.44, 30.43)","(71.41, 23.26)","(60.43, 24.17)","(63.02, 30.75)","(41.76, 41.24)","(87.68, 24.62)","(76.6, 28.37)","(41.1, 41.98)","(61.86, 19.37)","(66.49, 34.55)","(70.15, 1.71)","(65.3, 26.24)",27.49,28.54,43.25,32.78,15.760000000000002
19,2018090905,1555,Return,4.18,left,90.03,24.01,"(68.72, 17.38)","(46.72, 3.13)","(46.05, 3.77)","(52.96, 31.27)","(39.79, 21.67)","(46.27, 24.42)","(57.16, 12.91)","(59.45, 38.51)","(33.56, 23.35)","(84.11, 18.15)","(67.52, 14.43)","(66.58, 17.41)","(53.93, 34.8)","(67.44, 22.0)","(47.02, 3.75)","(48.75, 13.02)","(43.89, 19.12)","(45.94, 21.51)","(59.96, 13.58)","(52.88, 35.94)","(48.23, 21.15)","(58.25, 15.06)",34.32,23.44,42.47,24.05,8.149999999999999
20,2018090905,3749,Return,4.53,left,100.98,29.89,"(84.44, 18.55)","(55.22, 0.02)","(55.26, 1.13)","(61.3, 33.79)","(49.43, 19.73)","(54.2, 20.99)","(86.63, 32.3)","(66.7, 38.05)","(36.21, 17.39)","(96.68, 20.95)","(63.34, 15.77)","(63.52, 16.9)","(58.63, 26.59)","(63.81, 28.82)","(52.68, -0.5)","(64.67, 12.03)","(53.41, 33.28)","(53.2, 32.22)","(65.36, 17.32)","(52.21, 26.37)","(54.89, 31.54)","(59.74, 15.41)",37.26,17.31,43.02,2.63,5.760000000000005
21,2018090906,1373,Return,4.77,right,22.95,29.36,"(89.73, 36.11)","(40.9, 28.57)","(54.51, 17.34)","(72.42, 31.22)","(61.52, 29.75)","(74.62, 39.33)","(47.99, 21.02)","(63.59, 33.54)","(54.44, 31.35)","(56.51, 30.61)","(85.03, 39.04)","(56.24, 20.1)","(64.13, 28.45)","(65.7, 25.95)","(72.73, 27.2)","(65.67, 28.94)","(73.97, 30.12)","(66.53, 38.41)","(68.85, 27.57)","(86.61, 39.97)","(76.63, 35.7)","(75.2, 30.94)",87.62,36.27,87.88,36.46,-0.2599999999999909
22,2018090906,2681,Return,3.83,right,32.44,23.97,"(61.46, 19.95)","(44.26, 18.5)","(48.63, 16.99)","(62.28, 19.93)","(59.6, 22.62)","(50.58, 32.03)","(48.0, 28.19)","(66.92, 15.83)","(55.79, 18.18)","(71.28, 13.28)","(58.44, 18.3)","(65.14, 10.24)","(59.03, 21.53)","(66.99, 29.49)","(86.32, 13.21)","(64.72, 23.79)","(77.48, 18.34)","(69.36, 18.2)","(84.42, 10.65)","(79.48, 16.21)","(65.64, 24.45)","(83.41, 10.89)",85.75,13.05,84.77,13.36,0.980000000000004
23,2018090906,2776,Return,4.46,left,86.0,29.56,"(70.54, 26.06)","(61.28, 17.39)","(44.72, 26.65)","(34.79, 37.15)","(78.02, 31.23)","(74.4, 18.53)","(59.03, 16.52)","(71.93, 25.57)","(63.39, 16.77)","(35.8, 27.1)","(45.45, 33.5)","(39.43, 35.01)","(38.12, 29.96)","(82.36, 31.92)","(83.22, 30.17)","(73.05, 12.88)","(61.03, 11.7)","(59.1, 15.85)","(54.64, 30.93)","(59.02, 17.1)","(75.27, 19.0)","(63.29, 9.43)",36.31,26.88,34.61,26.21,-1.7000000000000028
24,2018090907,2708,Return,4.34,right,25.13,23.63,"(48.38, 30.58)","(69.22, 15.24)","(62.68, 16.95)","(66.23, 7.61)","(74.7, 12.25)","(64.91, 18.44)","(59.03, 21.0)","(59.28, 15.62)","(69.58, 18.02)","(63.67, 14.53)","(87.62, 2.49)","(57.58, 14.48)","(61.8, 30.67)","(51.54, 30.08)","(50.13, 35.83)","(36.36, 12.55)","(75.34, 8.43)","(75.82, 6.79)","(56.2, 29.6)","(51.58, 7.48)","(67.76, 25.08)","(65.89, 27.44)",87.52,2.91,93.76,32.66,-6.240000000000009
25,2018090907,3497,Return,4.16,right,30.93,29.27,"(59.45, 15.3)","(67.23, 25.06)","(55.6, 22.3)","(77.95, 28.92)","(69.91, 20.58)","(73.01, 8.0)","(69.39, 21.98)","(62.89, 38.66)","(63.5, 35.56)","(35.28, 25.41)","(64.2, 40.56)","(81.87, 22.13)","(68.68, 28.74)","(70.35, 6.47)","(68.35, 26.1)","(57.67, 18.74)","(78.38, 28.05)","(73.45, 32.15)","(38.61, 25.08)","(67.59, 28.12)","(69.14, 6.86)","(62.99, 34.92)",81.54,21.56,82.01,21.41,-0.46999999999999886
26,2018090907,3618,Return,4.14,left,88.29,23.78,"(82.17, 31.04)","(59.45, 23.34)","(69.93, 30.48)","(47.98, 27.8)","(53.03, 16.88)","(56.34, 17.34)","(39.28, 14.82)","(58.69, 10.93)","(67.7, 13.4)","(33.28, 16.5)","(41.34, 15.56)","(54.96, 24.03)","(74.37, 24.12)","(65.6, 11.83)","(74.6, 21.96)","(74.26, 25.49)","(24.71, 17.94)","(41.76, 14.05)","(65.46, 14.61)","(61.54, 36.78)","(46.96, 27.35)","(51.82, 18.34)",25.21,18.08,33.89,18.92,8.68
27,2018090909,918,Return,4.24,left,93.11,24.56,"(55.3, 25.61)","(82.72, 25.9)","(40.95, 13.72)","(56.16, 25.12)","(72.19, 24.07)","(59.09, 16.47)","(50.5, 21.2)","(55.74, 28.41)","(59.12, 14.87)","(53.78, 27.04)","(57.39, 29.08)","(64.4, 14.37)","(62.9, 14.95)","(37.58, 12.08)","(65.74, 18.63)","(71.37, 25.78)","(51.64, 23.13)","(51.48, 22.22)","(26.03, 21.11)","(54.57, 15.38)","(52.08, 15.25)","(62.74, 17.74)",27.77,20.63,34.66,23.87,6.889999999999997
28,2018090909,2106,Return,4.58,right,5.06,30.42,"(36.03, 21.73)","(26.22, 34.0)","(29.69, 23.39)","(30.51, 33.8)","(17.14, 31.93)","(30.99, 35.05)","(43.14, 31.93)","(46.16, 29.78)","(42.07, 24.93)","(50.46, 33.96)","(44.92, 20.07)","(55.12, 35.6)","(48.41, 30.95)","(47.15, 20.09)","(48.3, 35.19)","(69.03, 24.05)","(50.39, 31.23)","(32.75, 35.13)","(50.16, 22.74)","(28.07, 38.43)","(56.06, 36.34)","(41.87, 26.86)",66.58,24.36,67.51,26.19,-0.9300000000000068
29,2018090909,3706,Return,4.57,left,108.53,29.17,"(69.0, 31.13)","(85.5, 16.22)","(73.28, 33.11)","(74.33, 31.03)","(98.29, 20.44)","(66.28, 17.44)","(65.54, 16.34)","(82.1, 33.59)","(60.97, 25.69)","(79.79, 33.87)","(74.6, 36.55)","(55.86, 16.45)","(67.89, 21.97)","(54.19, 16.66)","(70.27, 18.76)","(41.58, 21.49)","(80.51, 33.37)","(77.95, 12.29)","(80.84, 23.25)","(70.21, 17.75)","(53.59, 15.54)","(68.1, 21.18)",41.65,21.45,83.14,33.96,41.49
30,2018090910,700,Return,5.11,right,44.15,30.02,"(87.8, 45.78)","(95.37, 29.77)","(55.92, 39.93)","(72.01, 47.98)","(90.85, 35.28)","(88.85, 42.25)","(79.65, 37.34)","(79.28, 38.42)","(92.42, 30.17)","(104.82, 43.17)","(90.17, 39.91)","(89.13, 36.5)","(70.62, 45.84)","(98.93, 32.2)","(77.37, 52.2)","(77.0, 51.05)","(100.75, 32.6)","(94.83, 47.98)","(98.71, 50.5)","(95.7, 47.65)","(70.25, 22.27)","(68.57, 47.66)",104.49,43.09,93.68,42.35,10.809999999999988
31,2018090910,1047,Return,4.77,left,107.33,24.53,"(79.08, 39.23)","(71.9, 21.68)","(90.2, 26.42)","(60.8, 30.26)","(68.26, 39.59)","(56.4, 33.78)","(73.39, 30.25)","(45.25, 35.67)","(77.29, 36.14)","(65.47, 46.95)","(59.42, 28.81)","(71.32, 30.29)","(72.52, 19.83)","(65.63, 48.5)","(71.53, 14.72)","(71.25, 40.84)","(64.98, 47.6)","(65.73, 35.04)","(67.98, 34.64)","(67.12, 35.15)","(70.93, 44.05)","(76.41, 32.94)",45.9,35.66,74.61,38.28,28.71
32,2018090910,1329,Return,4.79,left,96.76,30.52,"(51.82, 31.19)","(65.56, 17.62)","(79.64, 32.63)","(64.23, 27.09)","(61.28, 39.52)","(47.26, 38.51)","(60.88, 33.43)","(36.78, 40.64)","(59.12, 38.39)","(55.41, 44.73)","(64.01, 25.3)","(61.5, 38.37)","(65.03, 16.46)","(48.88, 47.2)","(54.47, 25.45)","(56.28, 42.59)","(47.35, 48.54)","(48.51, 32.52)","(52.72, 35.94)","(51.7, 36.49)","(55.28, 43.95)","(61.0, 34.32)",37.55,40.31,39.46,23.08,1.9100000000000037
33,2018090910,1582,Return,4.66,left,84.81,30.3,"(40.5, 26.41)","(45.41, 47.91)","(66.5, 31.57)","(60.33, 20.07)","(43.6, 38.85)","(56.14, 23.39)","(48.06, 35.24)","(46.68, 25.2)","(42.76, 40.59)","(45.6, 34.52)","(57.49, 18.03)","(41.71, 51.24)","(67.66, 21.52)","(46.16, 42.71)","(44.12, 21.79)","(17.75, 39.09)","(41.13, 52.22)","(37.21, 30.91)","(36.52, 32.18)","(32.62, 35.15)","(46.3, 45.32)","(42.86, 37.85)",19.54,39.37,32.4,30.77,12.86
34,2018090912,583,Return,4.32,right,25.71,23.42,"(65.71, 8.21)","(55.56, 35.73)","(75.85, 26.27)","(66.55, 13.07)","(61.39, 28.02)","(60.51, 24.93)","(60.15, 19.71)","(63.74, 10.82)","(73.15, 22.47)","(60.51, 10.5)","(67.1, 12.13)","(59.23, 20.82)","(39.29, 13.75)","(59.14, 32.94)","(60.61, 24.35)","(62.95, 29.48)","(80.65, 24.01)","(75.92, 26.74)","(60.99, 11.86)","(35.67, 21.58)","(59.67, 31.81)","(62.59, 24.0)",80.48,24.01,77.82,11.21,2.660000000000011
35,2018090912,1055,Return,4.65,right,20.09,26.49,"(74.2, 26.85)","(91.41, 34.71)","(48.95, 39.01)","(73.51, 28.05)","(50.24, 30.88)","(55.07, 18.17)","(81.29, 39.75)","(58.45, 29.29)","(59.59, 30.43)","(50.66, 28.2)","(36.32, 28.4)","(59.86, 31.6)","(61.51, 34.1)","(53.81, 22.64)","(61.33, 27.9)","(59.43, 26.53)","(54.8, 21.78)","(80.6, 39.32)","(54.03, 37.42)","(50.19, 38.01)","(53.18, 18.45)","(54.0, 35.49)",88.8,34.83,75.17,40.98,13.629999999999995
36,2018091000,469,Return,4.65,right,19.19,25.63,"(84.18, 9.38)","(53.94, 23.07)","(50.18, 13.2)","(61.09, 14.31)","(46.14, 22.62)","(62.28, 25.41)","(66.94, 5.54)","(34.99, 18.12)","(64.11, 19.76)","(61.03, 31.0)","(54.28, 39.46)","(50.31, 10.95)","(68.96, 2.76)","(66.9, 4.89)","(56.35, 25.38)","(53.09, 13.55)","(65.14, 18.9)","(64.57, 19.47)","(60.73, 27.71)","(56.94, 23.73)","(58.06, 33.17)","(55.32, 38.26)",83.67,9.56,42.72,3.81,40.95
37,2018091000,1545,Return,4.24,left,99.8,23.6,"(45.33, 25.78)","(86.18, 29.02)","(83.9, 34.69)","(84.19, 35.29)","(83.98, 37.48)","(68.3, 18.67)","(69.15, 11.8)","(89.68, 25.25)","(69.42, 35.25)","(78.72, 13.13)","(74.08, 19.79)","(85.73, 35.3)","(53.69, 41.51)","(51.02, 30.5)","(78.74, 14.29)","(69.23, 36.91)","(44.94, 21.33)","(47.23, 21.71)","(71.19, 19.58)","(73.09, 21.14)","(85.37, 28.68)","(69.22, 10.58)",45.53,25.84,60.76,42.79,15.229999999999997
38,2018091001,384,Return,4.26,left,88.44,29.48,"(31.14, 14.79)","(36.69, 14.97)","(52.87, 20.76)","(33.07, 18.59)","(71.77, 28.2)","(20.28, 16.55)","(45.91, 27.3)","(69.84, 16.88)","(59.07, 17.28)","(52.63, 23.25)","(51.39, 32.36)","(39.32, 25.46)","(52.27, 26.28)","(57.35, 33.38)","(34.43, 25.21)","(41.96, 22.26)","(55.76, 27.3)","(49.82, 26.05)","(48.14, 14.48)","(65.61, 25.14)","(56.38, 35.88)","(60.58, 18.81)",20.47,16.3,24.19,8.53,3.7200000000000024
39,2018091001,2840,Return,4.52,right,12.93,26.79,"(62.16, 26.72)","(48.6, 30.23)","(41.71, 34.07)","(53.81, 35.34)","(45.38, 40.66)","(44.56, 31.54)","(53.83, 38.08)","(50.3, 27.3)","(38.2, 36.77)","(46.11, 35.59)","(56.95, 34.08)","(51.06, 35.82)","(51.45, 36.83)","(44.05, 27.21)","(39.4, 36.92)","(47.32, 32.77)","(41.29, 26.62)","(54.09, 31.78)","(37.76, 34.42)","(39.32, 37.58)","(42.44, 33.37)","(24.16, 20.68)",56.02,34.01,60.36,40.86,-4.339999999999996
40,2018091300,304,Return,5.06,left,95.91,23.38,"(42.56, 10.09)","(48.85, 17.14)","(66.36, 16.8)","(76.97, 21.67)","(41.24, 22.24)","(58.47, 24.87)","(69.99, 8.27)","(59.1, 12.73)","(74.04, 18.27)","(52.28, 18.37)","(57.81, 13.45)","(60.89, 32.9)","(58.57, 4.84)","(40.65, 22.87)","(56.86, 2.85)","(48.81, 12.91)","(45.9, 22.18)","(56.18, 4.94)","(29.6, 17.52)","(73.28, 17.76)","(50.12, 14.51)","(44.46, 24.26)",31.3,17.51,28.22,29.2,-3.080000000000002
41,2018091300,1023,Return,4.87,right,20.92,26.76,"(26.75, 22.76)","(48.04, 30.41)","(66.09, 29.6)","(55.12, 17.71)","(53.86, 27.21)","(70.79, 27.69)","(56.89, 21.8)","(53.41, 30.84)","(71.2, 26.88)","(64.71, 28.03)","(55.82, 16.28)","(54.84, 23.33)","(54.25, 42.88)","(80.77, 39.5)","(59.14, 40.33)","(78.61, 42.08)","(79.27, 42.77)","(56.09, 42.07)","(58.12, 32.96)","(51.3, 38.81)","(53.09, 39.98)","(89.52, 28.67)",88.33,28.91,83.15,29.54,5.179999999999993
42,2018091600,773,Return,3.95,right,38.0,29.33,"(54.3, 21.77)","(47.99, 29.88)","(43.11, 41.24)","(59.08, 30.31)","(83.7, 33.56)","(82.31, 36.83)","(50.5, 32.48)","(60.8, 32.9)","(49.15, 36.92)","(53.81, 36.52)","(57.63, 30.16)","(62.32, 40.3)","(61.55, 38.33)","(51.66, 42.33)","(85.32, 39.58)","(57.74, 25.93)","(83.76, 40.93)","(86.38, 40.33)","(52.82, 40.61)","(52.83, 31.47)","(54.05, 33.42)","(54.93, 20.23)",84.51,39.55,80.37,44.79,4.140000000000001
43,2018091600,3830,Return,4.82,right,38.38,23.37,"(68.29, 32.86)","(52.77, 22.15)","(86.1, 15.67)","(74.44, 7.75)","(89.26, 15.26)","(88.43, 13.94)","(65.3, 26.35)","(82.34, 20.78)","(87.44, 10.84)","(83.97, 23.68)","(74.31, 10.77)","(66.98, 28.48)","(87.21, 20.48)","(69.15, 34.24)","(83.52, 22.96)","(77.36, 23.17)","(97.44, 15.36)","(94.67, 15.96)","(90.98, 18.31)","(81.92, 13.46)","(70.47, 15.46)","(70.4, 13.23)",98.21,15.8,94.3,15.43,3.9099999999999966
44,2018091601,205,Return,3.56,right,12.97,24.62,"(56.67, 32.24)","(52.14, 27.48)","(48.98, 34.01)","(52.54, 18.31)","(49.06, 21.55)","(59.31, 6.01)","(21.06, 26.44)","(50.58, 32.34)","(60.97, 6.43)","(49.6, 18.71)","(57.0, 50.74)","(47.14, 33.57)","(55.64, 51.19)","(40.09, 17.54)","(38.83, 33.11)","(33.64, 33.61)","(46.25, 34.0)","(44.37, 21.64)","(58.41, 6.86)","(54.82, 51.42)","(68.0, 20.69)","(21.86, 23.89)",67.71,20.33,57.65,22.09,10.059999999999995
45,2018091601,426,Return,3.59,right,24.33,26.19,"(66.14, 35.01)","(60.86, 31.61)","(60.02, 32.93)","(53.94, 21.22)","(56.0, 24.24)","(62.99, 28.06)","(34.53, 18.69)","(59.53, 34.53)","(64.01, 27.78)","(60.19, 21.36)","(64.33, 51.53)","(56.74, 34.62)","(62.59, 51.2)","(54.59, 23.99)","(54.56, 38.86)","(47.45, 32.74)","(55.11, 33.58)","(62.46, 26.87)","(62.83, 24.87)","(59.69, 56.51)","(77.09, 25.57)","(32.03, 24.88)",76.67,25.72,70.6,46.47,6.070000000000007
